"ID";"SEXE";"AGE";"SITCONJ";"RESNB";"RESISOL";"LOGAUTRE";"MASQUE";"TEMPS";"INQUIET";"VOISINS";"CONTROL";"AMIS";"FAMILLE";"POL";"DIPLONIV";"SITPROF_rec";"PCS_rec6";"REV";"POIDS_init"
1617;"Un homme";61;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,514938938676581
1618;"Une femme";21;"Oui";1;"Non";"Oui, j'ai changé de logement";"Oui";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En études";;"Moins de 800 euros par mois";1,00222896120771
1619;"Un homme";50;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Oui, plusieurs fois";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,560284692626537
1620;"Une femme";74;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Dans une autre situation d'inactivité";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";1,47734760890186
1621;"Un homme";31;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";2,72109798540536
1622;"Une femme";39;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";0,201869182276958
1623;"Une femme";65;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,633009042436101
1624;"Une femme";47;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";0,292585155436245
1625;"Une femme";56;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"Retraité(e)";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";0,492736324354327
1626;"Une femme";42;"Oui";1;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,327677727591551
1627;"Une femme";34;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Dans une autre situation d'inactivité";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";1,66675976901824
1628;"Une femme";43;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 1200 euros à moins de 1600 euros par mois";0,859332374068698
1629;"Une femme";38;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,292585155436245
1630;"Un homme";71;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"Très à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Retraité(e)";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";1,11119551336867
1631;"Une femme";20;"Non";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Oui, plusieurs fois";"Plus souvent";"Plus souvent";"Au centre";"Le baccalauréat";"En apprentissage ou en stage";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";1,78062419883487
1632;"Une femme";41;"Oui";2;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Oui, plusieurs fois";"Plus souvent";"Plus souvent";"Au centre";"Le baccalauréat";"A la recherche d'un emploi";"Ouvrier(e)s";"De 800 euros à moins de 1200 euros par mois";0,926259883593319
1633;"Un homme";18;"Non";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En études";;;1,33103873978253
1634;"Une femme";41;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";1,38228273600254
1635;"Une femme";46;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";0,524563745801623
1636;"Une femme";63;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Au centre";"Le baccalauréat";"Retraité(e)";;"De 2000 euros à moins de 2500 euros par mois";1,40117906029028
1637;"Une femme";23;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";0,818508083637046
1638;"Une femme";35;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";0,201367878240618
1639;"Un homme";47;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";2,50162869100262
1640;"Un homme";20;"Non";2;"Non";"Oui, j'ai changé de logement";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Ni à gauche ni à droite";"Le baccalauréat";"En études";;"De 2000 euros à moins de 2500 euros par mois";1,33103873978253
1641;"Un homme";39;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Ni plus ni moins";"Ni plus ni moins";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,35149359894405
1642;"Un homme";22;"Non";1;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En études";"Agriculteurs, agricultrices";"6000 euros par mois et plus";3,50716854545499
1643;"Une femme";44;"Oui";5;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";0,66260789549219
1644;"Une femme";43;"Non";3;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Aucun diplôme";"En emploi";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";1,0171103965784
1645;"Une femme";52;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Le baccalauréat";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";1,01295558841194
1646;"Une femme";32;"Non";1;;"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";0,224658789057167
1647;"Une femme";34;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Oui, plusieurs fois";"Moins souvent";"Moins souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,241302029490085
1648;"Une femme";37;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,42002114039949
